task_id,project_id,title,description,priority,status,estimate_points,creator_user_id,created_at,updated_at,due_date
3468,29,Task 3468 for project 29,Implement feature 18 and write tests.,LOW,IN_PROGRESS,2,228,2025-07-29 01:53:23,2025-09-22 01:53:23,2025-09-04 01:53:23
3469,52,Task 3469 for project 52,Implement feature 19 and write tests.,LOW,CANCELLED,2,166,2025-06-15 12:49:42,2025-06-15 12:49:42,2025-07-15 12:49:42
3470,15,Task 3470 for project 15,Implement feature 20 and write tests.,MEDIUM,REVIEW,2,143,2024-09-20 17:26:07,2024-12-09 17:26:07,2024-09-23 17:26:07
3471,90,Task 3471 for project 90,Implement feature 21 and write tests.,HIGH,DONE,2,183,2024-11-30 01:30:27,2025-02-06 01:30:27,
3472,9,Task 3472 for project 9,Implement feature 22 and write tests.,HIGH,IN_PROGRESS,8,13,2025-05-16 01:09:20,2025-08-08 01:09:20,2025-06-19 01:09:20
3473,6,Task 3473 for project 6,Implement feature 23 and write tests.,LOW,REVIEW,3,19,2024-08-23 06:38:13,2024-10-23 06:38:13,
3474,88,Task 3474 for project 88,Implement feature 24 and write tests.,LOW,BLOCKED,3,92,2024-11-11 01:13:18,2024-12-21 01:13:18,2024-11-23 01:13:18
3475,60,Task 3475 for project 60,Implement feature 25 and write tests.,MEDIUM,REVIEW,5,100,2024-11-04 18:04:07,2024-12-12 18:04:07,2024-12-13 18:04:07
3476,30,Task 3476 for project 30,Implement feature 26 and write tests.,MEDIUM,DONE,8,294,2024-11-07 11:21:56,2024-12-04 11:21:56,
3477,98,Task 3477 for project 98,Implement feature 27 and write tests.,HIGH,OPEN,2,204,2025-09-18 13:34:42,2025-09-27 14:41:22,
3478,12,Task 3478 for project 12,Implement feature 28 and write tests.,MEDIUM,OPEN,3,254,2024-12-09 08:47:21,2025-01-03 08:47:21,
3479,16,Task 3479 for project 16,Implement feature 29 and write tests.,MEDIUM,DONE,2,102,2025-05-24 06:40:33,2025-08-22 06:40:33,2025-06-16 06:40:33
3480,20,Task 3480 for project 20,Implement feature 30 and write tests.,MEDIUM,BLOCKED,2,266,2025-06-03 03:05:05,2025-06-06 03:05:05,2025-07-20 03:05:05
3481,77,Task 3481 for project 77,Implement feature 31 and write tests.,HIGH,REVIEW,8,96,2025-08-15 01:01:40,2025-09-27 14:41:22,
3482,17,Task 3482 for project 17,Implement feature 32 and write tests.,MEDIUM,CANCELLED,5,192,2025-05-04 05:05:04,2025-07-27 05:05:04,
3483,88,Task 3483 for project 88,Implement feature 33 and write tests.,MEDIUM,IN_PROGRESS,3,110,2025-02-01 20:32:01,2025-04-23 20:32:01,2025-02-11 20:32:01
3484,89,Task 3484 for project 89,Implement feature 34 and write tests.,HIGH,CANCELLED,13,227,2025-01-26 19:16:58,2025-04-02 19:16:58,2025-02-08 19:16:58
3485,78,Task 3485 for project 78,Implement feature 35 and write tests.,HIGH,DONE,8,90,2024-08-04 17:14:16,2024-10-03 17:14:16,2024-09-28 17:14:16
3486,89,Task 3486 for project 89,Implement feature 36 and write tests.,MEDIUM,IN_PROGRESS,3,114,2025-05-05 14:27:04,2025-06-28 14:27:04,2025-05-20 14:27:04
3487,55,Task 3487 for project 55,Implement feature 37 and write tests.,MEDIUM,OPEN,3,45,2025-09-01 14:59:51,2025-09-27 14:41:22,2025-09-04 14:59:51
3488,51,Task 3488 for project 51,Implement feature 38 and write tests.,CRITICAL,BLOCKED,8,47,2024-09-10 15:16:31,2024-09-15 15:16:31,2024-10-10 15:16:31
3489,66,Task 3489 for project 66,Implement feature 39 and write tests.,MEDIUM,OPEN,3,96,2025-06-01 19:51:07,2025-06-16 19:51:07,2025-07-22 19:51:07
3490,98,Task 3490 for project 98,Implement feature 40 and write tests.,HIGH,IN_PROGRESS,3,259,2024-12-04 15:23:05,2024-12-29 15:23:05,
3491,49,Task 3491 for project 49,Implement feature 41 and write tests.,HIGH,REVIEW,8,20,2024-10-19 06:02:13,2024-11-07 06:02:13,2024-10-27 06:02:13
3492,51,Task 3492 for project 51,Implement feature 42 and write tests.,HIGH,OPEN,3,52,2025-05-05 17:50:34,2025-07-14 17:50:34,2025-06-27 17:50:34
3493,29,Task 3493 for project 29,Implement feature 43 and write tests.,LOW,IN_PROGRESS,3,286,2024-12-23 15:54:46,2025-02-24 15:54:46,
3494,86,Task 3494 for project 86,Implement feature 44 and write tests.,MEDIUM,IN_PROGRESS,5,223,2025-02-23 05:18:10,2025-04-15 05:18:10,2025-03-12 05:18:10
3495,62,Task 3495 for project 62,Implement feature 45 and write tests.,LOW,DONE,1,103,2025-04-12 12:18:01,2025-04-28 12:18:01,2025-04-29 12:18:01
3496,19,Task 3496 for project 19,Implement feature 46 and write tests.,LOW,DONE,8,108,2025-01-18 22:06:04,2025-02-06 22:06:04,
3497,19,Task 3497 for project 19,Implement feature 47 and write tests.,MEDIUM,REVIEW,2,83,2025-09-02 11:10:28,2025-09-27 14:41:22,2025-09-09 11:10:28
3498,38,Task 3498 for project 38,Implement feature 48 and write tests.,LOW,OPEN,1,130,2024-12-01 04:52:24,2025-02-11 04:52:24,2025-01-13 04:52:24
3499,20,Task 3499 for project 20,Implement feature 49 and write tests.,LOW,REVIEW,3,95,2024-12-20 08:44:49,2025-02-03 08:44:49,
3500,52,Task 3500 for project 52,Implement feature 0 and write tests.,MEDIUM,REVIEW,1,30,2025-05-23 10:58:51,2025-08-10 10:58:51,2025-07-19 10:58:51
3501,44,Task 3501 for project 44,Implement feature 1 and write tests.,LOW,OPEN,5,109,2025-05-19 05:38:26,2025-07-07 05:38:26,2025-07-16 05:38:26
3502,32,Task 3502 for project 32,Implement feature 2 and write tests.,HIGH,IN_PROGRESS,3,246,2025-02-09 15:08:55,2025-02-23 15:08:55,2025-03-23 15:08:55
3503,69,Task 3503 for project 69,Implement feature 3 and write tests.,MEDIUM,IN_PROGRESS,5,29,2025-03-02 12:51:38,2025-05-03 12:51:38,2025-04-22 12:51:38
3504,36,Task 3504 for project 36,Implement feature 4 and write tests.,LOW,IN_PROGRESS,3,54,2025-02-03 03:54:57,2025-03-15 03:54:57,2025-03-18 03:54:57
3505,30,Task 3505 for project 30,Implement feature 5 and write tests.,MEDIUM,IN_PROGRESS,5,287,2025-03-28 10:15:35,2025-06-19 10:15:35,
3506,72,Task 3506 for project 72,Implement feature 6 and write tests.,MEDIUM,IN_PROGRESS,3,166,2024-11-26 22:52:37,2024-12-05 22:52:37,2025-01-08 22:52:37
3507,29,Task 3507 for project 29,Implement feature 7 and write tests.,HIGH,DONE,3,198,2024-12-17 03:52:50,2025-02-20 03:52:50,2024-12-21 03:52:50
3508,37,Task 3508 for project 37,Implement feature 8 and write tests.,HIGH,REVIEW,3,205,2025-01-28 16:00:24,2025-03-29 16:00:24,2025-03-16 16:00:24
3509,85,Task 3509 for project 85,Implement feature 9 and write tests.,HIGH,IN_PROGRESS,3,188,2025-05-30 12:25:09,2025-07-04 12:25:09,2025-07-16 12:25:09
3510,61,Task 3510 for project 61,Implement feature 10 and write tests.,HIGH,OPEN,1,24,2025-05-11 10:08:12,2025-05-20 10:08:12,2025-06-17 10:08:12
3511,23,Task 3511 for project 23,Implement feature 11 and write tests.,HIGH,DONE,13,35,2025-05-16 16:03:53,2025-06-19 16:03:53,2025-07-02 16:03:53
3512,10,Task 3512 for project 10,Implement feature 12 and write tests.,MEDIUM,OPEN,3,40,2025-04-26 10:08:58,2025-04-28 10:08:58,2025-05-14 10:08:58
3513,73,Task 3513 for project 73,Implement feature 13 and write tests.,LOW,IN_PROGRESS,3,47,2025-05-22 15:22:34,2025-08-05 15:22:34,2025-06-05 15:22:34
3514,42,Task 3514 for project 42,Implement feature 14 and write tests.,LOW,IN_PROGRESS,5,231,2025-08-24 08:56:16,2025-08-31 08:56:16,2025-09-05 08:56:16
3515,62,Task 3515 for project 62,Implement feature 15 and write tests.,HIGH,DONE,8,1,2024-11-18 02:11:32,2025-01-12 02:11:32,2024-11-29 02:11:32
3516,21,Task 3516 for project 21,Implement feature 16 and write tests.,CRITICAL,IN_PROGRESS,8,8,2024-09-27 20:28:27,2024-11-29 20:28:27,2024-11-08 20:28:27
3517,13,Task 3517 for project 13,Implement feature 17 and write tests.,LOW,IN_PROGRESS,3,70,2024-10-12 08:46:59,2024-11-06 08:46:59,2024-10-17 08:46:59
3518,74,Task 3518 for project 74,Implement feature 18 and write tests.,MEDIUM,IN_PROGRESS,3,125,2025-07-03 14:24:16,2025-09-20 14:24:16,
3519,52,Task 3519 for project 52,Implement feature 19 and write tests.,MEDIUM,DONE,1,237,2025-09-20 19:31:15,2025-09-27 14:41:22,2025-10-20 19:31:15
3520,5,Task 3520 for project 5,Implement feature 20 and write tests.,MEDIUM,DONE,13,290,2025-09-14 00:12:51,2025-09-27 14:41:22,2025-09-19 00:12:51
3521,55,Task 3521 for project 55,Implement feature 21 and write tests.,CRITICAL,OPEN,1,252,2025-08-14 10:43:51,2025-09-27 14:41:22,2025-10-05 10:43:51
3522,99,Task 3522 for project 99,Implement feature 22 and write tests.,LOW,IN_PROGRESS,5,95,2024-11-14 00:34:53,2025-02-08 00:34:53,2024-12-09 00:34:53
3523,98,Task 3523 for project 98,Implement feature 23 and write tests.,MEDIUM,DONE,8,15,2025-07-27 04:50:12,2025-09-27 14:41:22,
3524,74,Task 3524 for project 74,Implement feature 24 and write tests.,MEDIUM,REVIEW,8,272,2025-09-22 23:26:04,2025-09-27 14:41:22,2025-11-03 23:26:04
3525,54,Task 3525 for project 54,Implement feature 25 and write tests.,MEDIUM,IN_PROGRESS,8,181,2025-02-03 21:00:13,2025-03-01 21:00:13,
3526,81,Task 3526 for project 81,Implement feature 26 and write tests.,CRITICAL,DONE,8,293,2025-03-31 10:31:50,2025-04-11 10:31:50,2025-05-09 10:31:50
3527,81,Task 3527 for project 81,Implement feature 27 and write tests.,HIGH,OPEN,3,196,2025-04-16 00:15:28,2025-06-20 00:15:28,2025-04-18 00:15:28
3528,87,Task 3528 for project 87,Implement feature 28 and write tests.,MEDIUM,CANCELLED,3,297,2025-04-20 17:08:25,2025-05-08 17:08:25,2025-04-28 17:08:25
3529,6,Task 3529 for project 6,Implement feature 29 and write tests.,MEDIUM,BLOCKED,1,82,2024-11-05 15:15:02,2024-11-08 15:15:02,2024-11-28 15:15:02
3530,100,Task 3530 for project 100,Implement feature 30 and write tests.,HIGH,DONE,1,179,2025-08-16 07:47:28,2025-09-19 07:47:28,
3531,37,Task 3531 for project 37,Implement feature 31 and write tests.,MEDIUM,DONE,3,289,2025-07-23 20:54:46,2025-08-28 20:54:46,
3532,62,Task 3532 for project 62,Implement feature 32 and write tests.,HIGH,IN_PROGRESS,5,4,2024-09-11 09:40:10,2024-11-21 09:40:10,2024-10-08 09:40:10
3533,60,Task 3533 for project 60,Implement feature 33 and write tests.,MEDIUM,BLOCKED,1,203,2025-03-29 10:07:06,2025-05-23 10:07:06,2025-05-11 10:07:06
3534,64,Task 3534 for project 64,Implement feature 34 and write tests.,LOW,IN_PROGRESS,2,206,2025-03-22 21:02:15,2025-05-18 21:02:15,2025-04-29 21:02:15
3535,40,Task 3535 for project 40,Implement feature 35 and write tests.,HIGH,REVIEW,3,46,2025-06-25 16:08:04,2025-08-13 16:08:04,
3536,45,Task 3536 for project 45,Implement feature 36 and write tests.,MEDIUM,OPEN,8,219,2024-08-29 20:17:45,2024-09-02 20:17:45,2024-09-20 20:17:45
3537,3,Task 3537 for project 3,Implement feature 37 and write tests.,HIGH,DONE,3,209,2025-02-09 08:05:56,2025-03-09 08:05:56,2025-03-26 08:05:56
3538,61,Task 3538 for project 61,Implement feature 38 and write tests.,LOW,DONE,2,102,2024-09-01 20:15:27,2024-10-05 20:15:27,2024-09-26 20:15:27
3539,73,Task 3539 for project 73,Implement feature 39 and write tests.,MEDIUM,IN_PROGRESS,8,219,2024-12-26 10:46:10,2025-02-20 10:46:10,
3540,11,Task 3540 for project 11,Implement feature 40 and write tests.,LOW,DONE,2,57,2025-05-08 18:02:03,2025-06-25 18:02:03,2025-06-22 18:02:03
3541,29,Task 3541 for project 29,Implement feature 41 and write tests.,MEDIUM,IN_PROGRESS,5,165,2025-01-10 12:43:55,2025-03-26 12:43:55,2025-02-03 12:43:55
3542,60,Task 3542 for project 60,Implement feature 42 and write tests.,CRITICAL,DONE,5,5,2024-12-20 20:04:54,2025-01-09 20:04:54,2024-12-28 20:04:54
3543,68,Task 3543 for project 68,Implement feature 43 and write tests.,MEDIUM,DONE,2,83,2025-07-28 23:31:50,2025-09-20 23:31:50,2025-08-11 23:31:50
3544,39,Task 3544 for project 39,Implement feature 44 and write tests.,MEDIUM,BLOCKED,5,121,2024-10-03 11:29:02,2024-12-20 11:29:02,
3545,38,Task 3545 for project 38,Implement feature 45 and write tests.,MEDIUM,OPEN,3,269,2025-04-21 02:59:00,2025-05-27 02:59:00,2025-05-14 02:59:00
3546,53,Task 3546 for project 53,Implement feature 46 and write tests.,MEDIUM,CANCELLED,5,223,2025-02-12 05:59:58,2025-03-17 05:59:58,2025-03-06 05:59:58
3547,38,Task 3547 for project 38,Implement feature 47 and write tests.,MEDIUM,DONE,3,114,2025-03-30 08:52:59,2025-04-08 08:52:59,
3548,40,Task 3548 for project 40,Implement feature 48 and write tests.,MEDIUM,DONE,8,63,2025-06-06 19:45:09,2025-08-20 19:45:09,2025-07-15 19:45:09
3549,32,Task 3549 for project 32,Implement feature 49 and write tests.,LOW,OPEN,8,125,2025-02-20 09:04:53,2025-03-28 09:04:53,2025-03-21 09:04:53
3550,29,Task 3550 for project 29,Implement feature 0 and write tests.,CRITICAL,DONE,5,295,2025-03-01 01:07:42,2025-04-03 01:07:42,
3551,3,Task 3551 for project 3,Implement feature 1 and write tests.,HIGH,DONE,8,270,2024-12-14 16:38:57,2025-02-27 16:38:57,2024-12-18 16:38:57
3552,43,Task 3552 for project 43,Implement feature 2 and write tests.,MEDIUM,REVIEW,8,257,2025-06-25 22:26:51,2025-08-25 22:26:51,2025-08-11 22:26:51
3553,93,Task 3553 for project 93,Implement feature 3 and write tests.,MEDIUM,IN_PROGRESS,3,112,2025-09-21 17:51:32,2025-09-27 14:41:22,2025-11-17 17:51:32
3554,75,Task 3554 for project 75,Implement feature 4 and write tests.,MEDIUM,REVIEW,1,139,2024-10-20 02:19:52,2024-10-21 02:19:52,2024-10-27 02:19:52
3555,98,Task 3555 for project 98,Implement feature 5 and write tests.,MEDIUM,DONE,3,293,2025-07-15 16:12:50,2025-08-06 16:12:50,2025-08-29 16:12:50
3556,15,Task 3556 for project 15,Implement feature 6 and write tests.,LOW,OPEN,2,246,2024-09-06 06:49:27,2024-11-11 06:49:27,2024-09-26 06:49:27
3557,45,Task 3557 for project 45,Implement feature 7 and write tests.,LOW,DONE,8,99,2025-03-14 13:58:35,2025-05-05 13:58:35,2025-05-04 13:58:35
3558,48,Task 3558 for project 48,Implement feature 8 and write tests.,LOW,OPEN,2,173,2025-08-05 16:55:14,2025-08-21 16:55:14,
3559,100,Task 3559 for project 100,Implement feature 9 and write tests.,HIGH,OPEN,8,65,2024-09-01 13:52:09,2024-10-09 13:52:09,2024-09-04 13:52:09
3560,36,Task 3560 for project 36,Implement feature 10 and write tests.,LOW,REVIEW,2,291,2025-07-05 19:21:41,2025-08-22 19:21:41,
3561,9,Task 3561 for project 9,Implement feature 11 and write tests.,CRITICAL,IN_PROGRESS,2,76,2025-01-24 04:01:33,2025-01-27 04:01:33,2025-03-18 04:01:33
3562,19,Task 3562 for project 19,Implement feature 12 and write tests.,MEDIUM,DONE,2,183,2024-10-25 10:31:48,2024-11-20 10:31:48,2024-11-02 10:31:48
3563,94,Task 3563 for project 94,Implement feature 13 and write tests.,LOW,IN_PROGRESS,5,237,2025-04-19 12:11:44,2025-06-03 12:11:44,
3564,68,Task 3564 for project 68,Implement feature 14 and write tests.,HIGH,IN_PROGRESS,1,201,2024-12-29 10:24:37,2025-03-19 10:24:37,2025-01-20 10:24:37
3565,87,Task 3565 for project 87,Implement feature 15 and write tests.,LOW,CANCELLED,8,242,2024-08-05 09:52:41,2024-08-15 09:52:41,2024-09-02 09:52:41
3566,74,Task 3566 for project 74,Implement feature 16 and write tests.,CRITICAL,DONE,3,112,2024-09-26 00:55:20,2024-12-05 00:55:20,2024-10-20 00:55:20
3567,39,Task 3567 for project 39,Implement feature 17 and write tests.,MEDIUM,DONE,2,97,2025-02-21 01:47:17,2025-04-11 01:47:17,2025-03-19 01:47:17
3568,29,Task 3568 for project 29,Implement feature 18 and write tests.,LOW,IN_PROGRESS,13,44,2024-09-28 21:47:44,2024-12-07 21:47:44,2024-11-02 21:47:44
3569,48,Task 3569 for project 48,Implement feature 19 and write tests.,MEDIUM,OPEN,5,25,2025-01-09 14:38:25,2025-02-02 14:38:25,2025-01-21 14:38:25
3570,53,Task 3570 for project 53,Implement feature 20 and write tests.,MEDIUM,BLOCKED,1,81,2024-11-17 00:54:53,2024-12-11 00:54:53,2024-12-03 00:54:53
3571,40,Task 3571 for project 40,Implement feature 21 and write tests.,MEDIUM,BLOCKED,8,235,2025-03-19 00:02:23,2025-04-14 00:02:23,2025-04-15 00:02:23
3572,84,Task 3572 for project 84,Implement feature 22 and write tests.,CRITICAL,DONE,1,56,2024-08-18 03:35:29,2024-10-14 03:35:29,2024-09-30 03:35:29
3573,92,Task 3573 for project 92,Implement feature 23 and write tests.,LOW,IN_PROGRESS,1,297,2025-06-22 11:37:24,2025-09-16 11:37:24,2025-08-06 11:37:24
3574,85,Task 3574 for project 85,Implement feature 24 and write tests.,MEDIUM,IN_PROGRESS,2,203,2024-08-25 09:01:39,2024-11-16 09:01:39,2024-10-15 09:01:39
3575,41,Task 3575 for project 41,Implement feature 25 and write tests.,HIGH,BLOCKED,5,73,2025-03-09 13:04:32,2025-03-15 13:04:32,2025-04-16 13:04:32
3576,20,Task 3576 for project 20,Implement feature 26 and write tests.,MEDIUM,IN_PROGRESS,3,46,2025-08-17 02:32:12,2025-08-25 02:32:12,2025-09-05 02:32:12
3577,60,Task 3577 for project 60,Implement feature 27 and write tests.,MEDIUM,OPEN,3,135,2024-12-27 21:17:47,2025-02-03 21:17:47,
3578,27,Task 3578 for project 27,Implement feature 28 and write tests.,HIGH,DONE,5,164,2024-09-18 00:11:23,2024-11-03 00:11:23,2024-10-23 00:11:23
3579,7,Task 3579 for project 7,Implement feature 29 and write tests.,LOW,IN_PROGRESS,5,84,2024-12-07 10:20:47,2025-02-23 10:20:47,
3580,36,Task 3580 for project 36,Implement feature 30 and write tests.,LOW,IN_PROGRESS,2,217,2025-06-03 04:32:21,2025-07-16 04:32:21,2025-07-02 04:32:21
3581,94,Task 3581 for project 94,Implement feature 31 and write tests.,HIGH,OPEN,2,82,2025-01-05 03:45:54,2025-01-24 03:45:54,2025-02-08 03:45:54
3582,80,Task 3582 for project 80,Implement feature 32 and write tests.,MEDIUM,BLOCKED,3,120,2024-08-10 20:24:48,2024-09-21 20:24:48,2024-08-19 20:24:48
3583,52,Task 3583 for project 52,Implement feature 33 and write tests.,HIGH,DONE,3,294,2024-10-26 08:21:36,2024-10-27 08:21:36,2024-12-22 08:21:36
3584,30,Task 3584 for project 30,Implement feature 34 and write tests.,MEDIUM,OPEN,5,12,2025-01-21 01:42:45,2025-03-21 01:42:45,2025-02-17 01:42:45
3585,57,Task 3585 for project 57,Implement feature 35 and write tests.,MEDIUM,BLOCKED,2,35,2024-11-07 00:53:10,2025-01-04 00:53:10,2024-12-05 00:53:10
3586,47,Task 3586 for project 47,Implement feature 36 and write tests.,LOW,REVIEW,5,6,2025-07-09 11:01:06,2025-07-27 11:01:06,
3587,100,Task 3587 for project 100,Implement feature 37 and write tests.,HIGH,IN_PROGRESS,1,245,2025-04-30 10:12:00,2025-06-09 10:12:00,
3588,32,Task 3588 for project 32,Implement feature 38 and write tests.,HIGH,IN_PROGRESS,2,30,2024-12-16 10:05:48,2025-01-11 10:05:48,2025-01-09 10:05:48
3589,8,Task 3589 for project 8,Implement feature 39 and write tests.,MEDIUM,DONE,3,41,2024-12-16 00:25:04,2025-02-28 00:25:04,
3590,72,Task 3590 for project 72,Implement feature 40 and write tests.,MEDIUM,IN_PROGRESS,3,133,2025-08-17 08:53:16,2025-09-13 08:53:16,2025-08-19 08:53:16
3591,35,Task 3591 for project 35,Implement feature 41 and write tests.,MEDIUM,IN_PROGRESS,3,68,2024-09-08 20:37:12,2024-11-05 20:37:12,2024-09-27 20:37:12
3592,9,Task 3592 for project 9,Implement feature 42 and write tests.,LOW,OPEN,1,298,2024-08-16 08:08:15,2024-09-05 08:08:15,2024-10-01 08:08:15
3593,21,Task 3593 for project 21,Implement feature 43 and write tests.,HIGH,IN_PROGRESS,5,68,2025-03-18 22:31:47,2025-03-25 22:31:47,2025-04-11 22:31:47
3594,57,Task 3594 for project 57,Implement feature 44 and write tests.,CRITICAL,OPEN,3,212,2025-02-20 17:44:46,2025-04-20 17:44:46,2025-03-27 17:44:46
3595,94,Task 3595 for project 94,Implement feature 45 and write tests.,HIGH,DONE,5,53,2025-08-08 13:19:25,2025-09-27 14:41:22,2025-09-22 13:19:25
3596,42,Task 3596 for project 42,Implement feature 46 and write tests.,LOW,OPEN,1,134,2025-06-21 02:43:01,2025-09-05 02:43:01,2025-08-11 02:43:01
3597,24,Task 3597 for project 24,Implement feature 47 and write tests.,MEDIUM,DONE,5,136,2024-09-11 11:37:21,2024-11-19 11:37:21,2024-10-22 11:37:21
3598,30,Task 3598 for project 30,Implement feature 48 and write tests.,HIGH,IN_PROGRESS,1,275,2025-07-11 22:02:57,2025-09-09 22:02:57,2025-08-24 22:02:57
3599,81,Task 3599 for project 81,Implement feature 49 and write tests.,MEDIUM,OPEN,3,76,2025-04-24 07:01:31,2025-05-02 07:01:31,2025-06-23 07:01:31
3600,24,Task 3600 for project 24,Implement feature 0 and write tests.,HIGH,IN_PROGRESS,1,80,2025-04-06 13:37:13,2025-06-19 13:37:13,2025-05-28 13:37:13
3601,89,Task 3601 for project 89,Implement feature 1 and write tests.,HIGH,IN_PROGRESS,1,176,2025-05-29 20:46:49,2025-07-04 20:46:49,2025-07-03 20:46:49
3602,92,Task 3602 for project 92,Implement feature 2 and write tests.,CRITICAL,DONE,1,131,2025-09-01 12:20:17,2025-09-19 12:20:17,
3603,32,Task 3603 for project 32,Implement feature 3 and write tests.,MEDIUM,IN_PROGRESS,5,249,2025-02-13 02:19:13,2025-04-27 02:19:13,2025-03-14 02:19:13
3604,99,Task 3604 for project 99,Implement feature 4 and write tests.,MEDIUM,REVIEW,5,40,2024-12-26 07:42:04,2025-01-06 07:42:04,2025-01-01 07:42:04
3605,7,Task 3605 for project 7,Implement feature 5 and write tests.,HIGH,OPEN,5,62,2025-09-19 23:40:41,2025-09-24 23:40:41,2025-10-22 23:40:41
3606,31,Task 3606 for project 31,Implement feature 6 and write tests.,HIGH,REVIEW,5,178,2025-06-22 16:09:41,2025-09-08 16:09:41,
3607,7,Task 3607 for project 7,Implement feature 7 and write tests.,MEDIUM,OPEN,3,38,2025-07-22 13:35:29,2025-09-22 13:35:29,
3608,38,Task 3608 for project 38,Implement feature 8 and write tests.,CRITICAL,OPEN,1,19,2025-01-25 18:58:18,2025-02-07 18:58:18,2025-02-17 18:58:18
3609,76,Task 3609 for project 76,Implement feature 9 and write tests.,MEDIUM,REVIEW,1,129,2025-05-06 07:37:00,2025-05-20 07:37:00,2025-05-27 07:37:00
3610,64,Task 3610 for project 64,Implement feature 10 and write tests.,HIGH,DONE,3,53,2024-12-15 17:22:12,2025-02-16 17:22:12,2025-02-11 17:22:12
3611,50,Task 3611 for project 50,Implement feature 11 and write tests.,LOW,IN_PROGRESS,3,131,2025-02-13 14:48:07,2025-03-08 14:48:07,2025-03-15 14:48:07
3612,21,Task 3612 for project 21,Implement feature 12 and write tests.,MEDIUM,IN_PROGRESS,13,11,2025-05-10 18:56:00,2025-05-29 18:56:00,
3613,19,Task 3613 for project 19,Implement feature 13 and write tests.,HIGH,REVIEW,5,58,2025-05-22 09:52:52,2025-07-02 09:52:52,2025-07-05 09:52:52
3614,88,Task 3614 for project 88,Implement feature 14 and write tests.,HIGH,IN_PROGRESS,3,134,2025-05-27 17:00:31,2025-06-20 17:00:31,
3615,25,Task 3615 for project 25,Implement feature 15 and write tests.,MEDIUM,DONE,1,1,2025-01-02 11:06:40,2025-02-08 11:06:40,2025-01-21 11:06:40
3616,39,Task 3616 for project 39,Implement feature 16 and write tests.,MEDIUM,DONE,8,227,2024-08-17 23:57:31,2024-10-22 23:57:31,2024-10-10 23:57:31
3617,64,Task 3617 for project 64,Implement feature 17 and write tests.,LOW,DONE,3,261,2025-04-17 09:24:04,2025-04-19 09:24:04,2025-05-17 09:24:04
3618,22,Task 3618 for project 22,Implement feature 18 and write tests.,MEDIUM,IN_PROGRESS,5,6,2025-05-21 06:06:56,2025-07-24 06:06:56,2025-06-15 06:06:56
3619,88,Task 3619 for project 88,Implement feature 19 and write tests.,MEDIUM,IN_PROGRESS,5,179,2024-09-28 01:08:58,2024-11-07 01:08:58,2024-11-23 01:08:58
3620,25,Task 3620 for project 25,Implement feature 20 and write tests.,HIGH,OPEN,5,230,2025-08-24 12:22:07,2025-09-16 12:22:07,2025-10-08 12:22:07
3621,51,Task 3621 for project 51,Implement feature 21 and write tests.,MEDIUM,DONE,1,219,2025-01-13 02:31:02,2025-03-30 02:31:02,2025-03-11 02:31:02
3622,95,Task 3622 for project 95,Implement feature 22 and write tests.,LOW,BLOCKED,13,163,2025-06-21 06:20:58,2025-08-17 06:20:58,2025-07-03 06:20:58
3623,64,Task 3623 for project 64,Implement feature 23 and write tests.,HIGH,OPEN,3,243,2025-04-08 07:32:33,2025-04-28 07:32:33,
3624,46,Task 3624 for project 46,Implement feature 24 and write tests.,LOW,IN_PROGRESS,5,291,2024-11-30 22:12:19,2025-01-20 22:12:19,2024-12-06 22:12:19
3625,45,Task 3625 for project 45,Implement feature 25 and write tests.,MEDIUM,REVIEW,8,278,2024-10-07 15:14:57,2024-10-24 15:14:57,2024-11-15 15:14:57
3626,4,Task 3626 for project 4,Implement feature 26 and write tests.,MEDIUM,IN_PROGRESS,3,189,2024-12-04 01:49:56,2024-12-18 01:49:56,2024-12-23 01:49:56
3627,10,Task 3627 for project 10,Implement feature 27 and write tests.,HIGH,OPEN,3,166,2025-06-18 11:12:04,2025-09-01 11:12:04,2025-06-28 11:12:04
3628,41,Task 3628 for project 41,Implement feature 28 and write tests.,MEDIUM,OPEN,5,162,2025-06-12 00:40:23,2025-08-10 00:40:23,2025-06-28 00:40:23
3629,86,Task 3629 for project 86,Implement feature 29 and write tests.,MEDIUM,BLOCKED,1,79,2025-06-16 23:38:56,2025-07-23 23:38:56,2025-07-26 23:38:56
3630,86,Task 3630 for project 86,Implement feature 30 and write tests.,HIGH,IN_PROGRESS,1,93,2024-09-05 19:31:17,2024-10-17 19:31:17,2024-09-10 19:31:17
3631,85,Task 3631 for project 85,Implement feature 31 and write tests.,LOW,DONE,8,133,2025-09-07 03:16:46,2025-09-27 14:41:22,2025-10-20 03:16:46
3632,44,Task 3632 for project 44,Implement feature 32 and write tests.,MEDIUM,IN_PROGRESS,2,50,2025-01-01 17:01:27,2025-01-29 17:01:27,2025-01-08 17:01:27
3633,84,Task 3633 for project 84,Implement feature 33 and write tests.,LOW,OPEN,1,276,2024-09-04 00:41:07,2024-11-11 00:41:07,2024-10-11 00:41:07
3634,29,Task 3634 for project 29,Implement feature 34 and write tests.,MEDIUM,IN_PROGRESS,3,81,2024-09-22 12:04:01,2024-10-02 12:04:01,
3635,23,Task 3635 for project 23,Implement feature 35 and write tests.,MEDIUM,DONE,5,78,2024-10-15 21:42:35,2024-11-06 21:42:35,
